!tags;Name;Level;School;Element;Casting time;Concentration;Ritual;Duration;Components;Classes;!href
no ritual,Warlock*,Wizard*;Summon Lesser Void Demons;3;Conjuration (Summoning);Demonology;1 action;Concentration;;10 minutes;V, S, M (a drop of ink or tanzanite dust worth at least 25 gp, which the spell consumes, or a whole tanzanite worth at least 150 gp);Warlock, Wizard;#!spells/Level3/Summon Lesser Void Demons.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Thunder Step;3;Conjuration (Teleportation);Air;1 action;;;Instantaneous;V;Warlock, Wizard;#!spells/Level3/Thunder Step.md
no conc,no concentration,no ritual,Druid*,Wizard*;Tidal Wave;3;Conjuration (Creation);Water;1 action;;;Instantaneous;V, S, F;Druid, Wizard;#!spells/Level3/Tidal Wave.md
no conc,no concentration,no ritual,Wizard*;Tiny Servant;3;Transmutation;Aether;1 minute;;;8 hours;V, S;Wizard;#!spells/Level3/Tiny Servant.md
no ritual,Warlock*,Wizard*;Vampiric Touch;3;Necromancy (Black);Death;1 action;Concentration;;Concentration, up to 1 minute;V, S;Cleric (Death), Warlock, Wizard, Cleric (Grave), Cleric (Ambition);#!spells/Level3/Vampiric Touch.md
no ritual,Wizard*;Wall of Sand;3;Conjuration (Creation);Fire;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Wizard;#!spells/Level3/Wall of Sand.md
no ritual,Druid*,Wizard*;Wall of Water;3;Conjuration (Creation);Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Druid, Wizard;#!spells/Level3/Wall of Water.md
no ritual,Druid*,Ranger*;Wall of Wind;3;Evocation;Air;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Nature), Druid, Ranger, Sorcerer (Air Elemental);#!spells/Level3/Wall of Wind.md
no conc,no concentration,Druid*,Ranger*,Wizard*;Water Breathing;3;Transmutation;Water;1 action;;Ritual;24 hours;V, S, F;Druid, Druid (Coast), Ranger, Wizard;#!spells/Level3/Water Breathing.md
no conc,no concentration,Cleric*,Druid*,Ranger*;Water Walk;3;Transmutation;Water;1 action;;Ritual;1 hour;V, S, F;Cleric, Druid, Druid (Coast), Druid (Swamp), Ranger, Sorcerer (Water Elemental);#!spells/Level3/Water Walk.md
no conc,no concentration,no ritual,Druid*,Wizard*;Water Whip;3;Conjuration (Creation);Water;1 action;;;Instantaneous;S, F;Druid, Wizard;#!spells/Level3/Water Whip.md
no ritual,Wizard*;Arcane Eye;4;Divination (Scrying);Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Cleric (Arcana), Cleric (Knowledge), Wizard, Warlock (Seeker);#!spells/Level4/Arcane Eye.md
no conc,no concentration,no ritual,Wizard*;Arcane Sanctum;4;Abjuration;Aether;10 minutes;;;24 hours;V, S, M (a handful of peridot dust, which the spell consumes, or a thin sheet of lead);Wizard;#!spells/Level4/Arcane Sanctum.md
no ritual,Paladin*;Aura of Life;4;Abjuration;Light;1 action;Concentration;;Concentration, up to 10 minutes;V;Paladin, Warlock (Undying), Cleric (Solidarity);#!spells/Level4/Aura of Life.md
no ritual,Paladin*;Aura of Purity;4;Abjuration;Light;1 action;Concentration;;Concentration, up to 10 minutes;V;Paladin;#!spells/Level4/Aura of Purity.md
no ritual,Cleric*,Paladin*,Warlock*,Wizard*;Banishment;4;Abjuration;Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (an item distasteful to the target);Cleric, Paladin, Paladin (Crown), Paladin (Vengeance), Warlock, Wizard;#!spells/Level4/Banishment.md
no ritual,Wizard*;Black Tentacles;4;Conjuration (Creation);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Warlock (Great Old One), Wizard;#!spells/Level4/Black Tentacles.md
no conc,no concentration,no ritual,Druid*,Warlock*,Wizard*;Blight;4;Necromancy (Black);Death;1 action;;;Instantaneous;V, S;Cleric (Death), Druid, Druid (Desert), Paladin (Oathbreaker), Warlock, Wizard, Cleric (Grave), Paladin (Conquest);#!spells/Level4/Blight.md
no ritual,Warlock*;Calamitous Shadows;4;Necromancy (Black);Darkness/Demonology;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (a doomstone worth at least 150 gp);Warlock;#!spells/Level4/Calamitous Shadows.md
no conc,no concentration,no ritual,Bard*,Druid*,Warlock*,Wizard*;Charm Monster;4;Enchantment (Charm);Fire;1 action;;;1 hour;V, S;Bard, Druid, Warlock, Wizard;#!spells/Level4/Charm Monster.md
no ritual,Bard*;Compulsion;4;Enchantment (Compulsion);Darkness;1 action;Concentration;;1 minute;V, S;Bard;#!spells/Level4/Compulsion.md
no conc,no concentration,no ritual,Wizard*;Cone of Cold;4;Evocation;Water;1 action;;;Instantaneous;V, S, F;Druid (Arctic), Wizard, Warlock (Hexblade);#!spells/Level4/Cone of Cold.md
no ritual,Bard*,Druid*,Wizard*;Confusion;4;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Cleric (Knowledge), Druid, Paladin (Oathbreaker), Wizard, Paladin (Treachery);#!spells/Level4/Confusion.md
no conc,no concentration,Warlock*,Wizard*;Conjure Remote Access Software;4;Conjuration (Creation);Aether;1 action;;Ritual;10 minutes;V, S;Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level4/Conjure Remote Access Software.md
no conc,no concentration,no ritual,Cleric*,Druid*,Wizard*;Control Water;4;Transmutation;Water;1 action;;;10 minutes;V, S, F;Cleric, Cleric (Tempest), Druid, Druid (Coast), Wizard;#!spells/Level4/Control Water.md
no conc,no concentration,no ritual,Wizard*;Corpse Explosion;4;Necromancy (Black);Death;1 action;;;Instantaneous;V, S, F;Wizard, Cleric (Death);#!spells/Level4/Corpse Explosion.md
no conc,no concentration,no ritual,Cleric*,Paladin*;Death Ward;4;Abjuration;Light;1 action;;;8 hours;V, S;Cleric, Cleric (Death), Cleric (Life), Paladin, Warlock (Undying), Cleric (Grave), Cleric (Ambition);#!spells/Level4/Death Ward.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*;Dimension Door;4;Conjuration (Teleportation);Aether;1 action;;;Instantaneous;V;Bard, Cleric (Trickery), Paladin (Vengeance), Warlock, Wizard, Cleric (Ambition);#!spells/Level4/Dimension Door.md
no conc,no concentration,Cleric*;Divination;4;Divination;Water;1 action;;Ritual;Instantaneous;V, S, M (incense and a sacrificial offering appropriate to your religion, together worth at least 25 gp, which the spell consumes);Cleric, Druid (Forest), Druid (Grassland);#!spells/Level4/Divination.md
no ritual,Druid*;Dominate Beast;4;Enchantment (Compulsion);Fire;1 action;Concentration;;Concentration, up to 1 minute;V, S;Cleric (Nature), Druid, Warlock (Archfey), Warlock (Great Old One), Paladin (Conquest), Cleric (Strength);#!spells/Level4/Dominate Beast.md
no ritual,Druid*,Warlock*,Wizard*;Elemental Bane;4;Transmutation;Fire;1 action;Concentration;;1 minute;V, S;Druid, Warlock, Wizard;#!spells/Level4/Elemental Bane.md
no ritual,Wizard*;Enclosing Sphere;4;Evocation;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S, F, M (a prasiolite);Wizard, Cleric (Protection);#!spells/Level4/Enclosing Sphere.md
no conc,no concentration,no ritual,Wizard*;Ethereal Guardian;4;Conjuration (Summoning);Aether;10 minutes;;;8 hours;V, S, M (emerald dust worth at least 500 gp, which the spell consumes);Wizard;#!spells/Level4/Ethereal Guardian.md
no conc,no concentration,no ritual,Wizard*;Ethereal Storage;4;Conjuration (Teleportation);Aether;1 action;;;Instantaneous;V, S, M (an exquisite chest, 3 feet by 2 feet by 2 feet, constructed from rare materials worth at least 5,000 gp, and a Tiny replica made from the same materials worth at least 50 gp);Cleric (Arcana), Wizard;#!spells/Level4/Ethereal Storage.md
no conc,no concentration,no ritual,Wizard*;Fabricate;4;Transmutation;Earth;10 minutes;;;Instantaneous;V, S;Wizard, Cleric (Forge);#!spells/Level4/Fabricate.md
no conc,no concentration,no ritual,Paladin*;Find Greater Steed;4;Conjuration (Calling);Aether;10 minutes;;;Instantaneous;V, S, F, M (kaosite dust worth at least 100 gp, incense and herbs all of which the spell consumes;Paladin;#!spells/Level4/Find Greater Steed.md
no conc,no concentration,no ritual,Wizard*;Flame Shield;4;Evocation;Fire;1 action;;;10 minutes;V, S, F;Warlock (Fiend), Wizard, Warlock (Eternal Flame), Cleric (Zeal);#!spells/Level4/Flame Shield.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*,Ranger*;Freedom of Movement;4;Abjuration;Air;1 action;;;1 hour;V, S, F;Bard, Cleric, Cleric (War), Druid, Druid (Arctic), Druid (Coast), Druid (Forest), Druid (Grassland), Druid (Swamp), Paladin (Devotion), Ranger, Cleric (Zeal);#!spells/Level4/Freedom of Movement.md
no ritual,Druid*;Giant Insect;4;Transmutation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid;#!spells/Level4/Giant Insect.md
no conc,no concentration,no ritual,Druid*,Ranger*;Grasping Vine;4;Conjuration (Creation);Earth;1 bonus action;;;1 minute;V, S;Cleric (Nature), Druid, Ranger;#!spells/Level4/Grasping Vine.md
no ritual,Bard*,Wizard*;Greater Invisibility;4;Illusion (Glamer);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Druid (Underdark), Warlock (Archfey), Wizard, Paladin (Treachery);#!spells/Level4/Greater Invisibility.md
no conc,no concentration,no ritual,Cleric*;Guardian of Faith;4;Conjuration (Summoning);Light;1 action;;;8 hours;V;Cleric, Cleric (Life), Cleric (Light), Paladin (Crown), Paladin (Devotion), Cleric (Protection), Cleric (Solidarity), Warlock (Eternal Flame);#!spells/Level4/Guardian of Faith.md
no ritual,Druid*,Ranger*;Guardian of Nature;4;Transmutation;Earth;1 bonus action;Concentration;;Concentration, up to a minute;V;Druid, Ranger;#!spells/Level4/Guardian of Nature.md
no conc,no concentration,no ritual,Druid*,Wizard*;Hailstorm;4;Evocation;Water;1 action;;;Instantaneous;V, S, F;Cleric (Tempest), Druid, Druid (Arctic), Paladin (Ancients), Wizard;#!spells/Level4/Hailstorm.md
no conc,no concentration,no ritual,Bard*,Druid*,Warlock*,Wizard*;Hallucinatory Terrain;4;Illusion (Glamer);Light;10 minutes;;;24 hours;V, S, F;Bard, Druid, Druid (Desert), Warlock, Wizard;#!spells/Level4/Hallucinatory Terrain.md
no ritual,Bard*,Cleric*,Druid*,Paladin*,Ranger*,Wizard*;Locate Creature;4;Divination;Water;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Bard, Cleric, Druid, Druid (Swamp), Paladin, Ranger, Wizard, Cleric (City), Warlock (Raven Queen), Warlock (Seeker);#!spells/Level4/Locate Creature.md
no ritual,Wizard*;Phantasmal Killer;4;Illusion (Phantasm);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Wizard;#!spells/Level4/Phantasmal Killer.md
no ritual,Bard*,Druid*,Wizard*;Polymorph;4;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Bard, Cleric (Trickery), Druid, Wizard;#!spells/Level4/Polymorph.md
no ritual,Warlock*,Wizard*;Sickening Radiance;4;Evocation;Death;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Warlock, Wizard;#!spells/Level4/Sickening Radiance.md
no conc,no concentration,no ritual,Paladin*;Staggering Smite;4;Evocation;Darkness;1 bonus action;;;1 round;V;Paladin, Warlock (Hexblade);#!spells/Level4/Staggering Smite.md
no conc,no concentration,no ritual,Cleric*,Druid*,Wizard*;Stone Shape;4;Transmutation;Earth;1 action;;;Instantaneous;V, S, F;Cleric, Druid, Druid (Mountain), Druid (Underdark), Wizard;#!spells/Level4/Stone Shape.md
no conc,no concentration,no ritual,Druid*,Ranger*,Wizard*;Stoneskin;4;Abjuration;Earth;1 action;;;1 hour;V, S, M (a peridot worth 100 gp, which the spell consumes);Cleric (War), Druid, Druid (Mountain), Paladin (Ancients), Ranger, Wizard, Cleric (Strength);#!spells/Level4/Stoneskin.md
no ritual,Wizard*;Storm Sphere;4;Evocation;Air;1 action;Concentration;;Concentration, up to 1 minute;V, S;Wizard;#!spells/Level4/Storm Sphere.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Summon Greater Demons;4;Conjuration (Summoning);Demonology;1 action;;;1 hour;V, S, M (a drop of your blood or garnet dust worth at least 100 gp, which the spell consumes, or a doomstone worth at least 500 gp);Warlock, Wizard;#!spells/Level4/Summon Greater Demons.md
no conc,no concentration,no ritual,Druid*,Wizard*;Summon Minor Elementals;4;Conjuration (Summoning);Aether;1 minute;;;1 hour;V, S, M (opal dust worth at least 25 gp, which the spell consumes, or a whole opal gemstone);Druid, Wizard;#!spells/Level4/Summon Minor Elementals.md
no conc,no concentration,no ritual,Druid*,Ranger*;Summon Woodland Beings;4;Conjuration (Summoning);Light;1 action;;;1 hour;V, S, F, M (diaspore dust, which the spell consumes, or a whole diaspore gemstone);Druid, Ranger;#!spells/Level4/Summon Woodland Beings.md
no ritual,Warlock*,Wizard*;Synchronicity;4;Divination;Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S;Warlock, Wizard, Cleric (City), Warlock (Ghost in the Machine);#!spells/Level4/Synchronicity.md
no ritual,Warlock*,Wizard*;System Backdoor;4;Transmutation;Aether;1 minute;Concentration;;Concentration, up to 10 minutes;V, S, M (a computer-like device);Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level4/System Backdoor.md
no conc,no concentration,no ritual,Wizard*;Vitriolic Sphere;4;Conjuration (Creation);Earth;1 action;;;Instantaneous;V, S, F;Wizard;#!spells/Level4/Vitriolic Sphere.md
no ritual,Druid*,Wizard*;Wall of Fire;4;Evocation;Fire;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Light), Druid, Warlock (Fiend), Wizard, Cleric (Forge), Warlock (Eternal Flame);#!spells/Level4/Wall of Fire.md
no ritual,Druid*,Wizard*;Watery Sphere;4;Conjuration (Creation);Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (an aquamarine worth at least 100 gp);Druid, Wizard;#!spells/Level4/Watery Sphere.md
no ritual,Bard*,Wizard*;Animate Objects;5;Transmutation;Aether;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Bard, Wizard, Cleric (Forge);#!spells/Level5/Animate Objects.md
no ritual,Druid*;Antilife Shell;5;Abjuration;Death;1 action;Concentration;;Concentration, up to 1 hour;V, S;Cleric (Death), Cleric (Protection), Cleric (Grave), Druid;#!spells/Level5/Antilife Shell.md
no ritual,Wizard*;Arcane Hand;5;Evocation;Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Wizard;#!spells/Level5/Arcane Hand.md
no conc,no concentration,no ritual,Bard*,Druid*;Awaken;5;Transmutation;Light;8 hours;;;Instantaneous;V, S, M (a mystic quartz worth at least 1,000 gp, which the spell consumes);Bard, Druid;#!spells/Level5/Awaken.md
no conc,no concentration,no ritual,Paladin*;Banishing Smite;5;Abjuration;Water;1 melee attack;Optional;;Instantaneous / Concentration, up to 1 minute;V, S;Paladin;#!spells/Level5/Banishing Smite.md
no ritual,Paladin*;Circle of Protection;5;Abjuration;Water;1 action;Concentration;;Concentration, up to 10 minutes;V, F;Paladin, Cleric (Solidarity);#!spells/Level5/Circle of Protection.md
no ritual,Wizard*;Cloudkill;5;Conjuration (Creation);Death;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Cleric (Death), Druid (Subterranean), Wizard;#!spells/Level5/Cloudkill.md
no conc,no concentration,Warlock*,Wizard*;Commune with City;5;Divination;Aether;1 minute;;Ritual;Instantaneous;V, S;Warlock, Wizard, Cleric (City);#!spells/Level5/Commune with City.md
no conc,no concentration,Druid*,Ranger*;Commune with Nature;5;Divination;Aether;1 minute;;Ritual;Instantaneous;V, S;Druid, Paladin (Ancients), Ranger;#!spells/Level5/Commune with Nature.md
no conc,no concentration,Cleric*;Commune;5;Divination;Aether;1 minute;;Ritual;1 minute;V, S, M (incense and a vial of holy or unholy water);Cleric, Paladin (Devotion);#!spells/Level5/Commune.md
no conc,no concentration,Warlock*,Wizard*;Contact Other Plane;5;Divination;Aether;1 minute;;Ritual;1 minute;V;Warlock, Wizard;#!spells/Level5/Contact Other Plane.md
no conc,no concentration,no ritual,Cleric*,Druid*,Warlock*;Contagion;5;Necromancy (Black);Death;1 action;;;7 days;V, S;Cleric, Druid, Paladin (Oathbreaker), Warlock;#!spells/Level5/Contagion.md
no ritual,Druid*,Wizard*;Control Winds;5;Transmutation;Air;1 action;Concentration;;Concentration, up to 1 hour;V, S;Druid, Wizard;#!spells/Level5/Control Winds.md
no ritual,Druid*,Wizard*;Creation;5;Illusion (Shadow);Darkness;1 minute;Concentration;;Concentration, up to 1 hour;V, S;Druid, Wizard;#!spells/Level5/Creation.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Danse Macabre;5;Necromancy (Black);Death;1 action;;;1 hour;V, S;Warlock, Wizard;#!spells/Level5/Danse Macabre.md
no ritual,Cleric*,Wizard*;Dawn;5;Evocation;Light;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (a fiery beryl worth at least 100 gp);Cleric, Wizard;#!spells/Level5/Dawn.md
no conc,no concentration,no ritual,Paladin*;Destructive Wave;5;Evocation;Earth;1 action;;;Instantaneous;V, S;Cleric (Tempest), Cleric (Strength), Cleric (Zeal), Warlock (The Sentient Sword), Paladin;#!spells/Level5/Destructive Wave.md
no ritual,Cleric*,Paladin*;Dispel Evil or Good;5;Abjuration;Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (holy or unholy water, which this spell consumes);Cleric, Paladin;#!spells/Level5/Dispel Evil or Good.md
no conc,no concentration,no ritual,Bard*,Wizard*;Dominate Person;5;Enchantment (Compulsion);Darkness;1 action;;;1 minute;V, S;Bard, Cleric (Ambition), Cleric (Trickery), Warlock (Great Old One), Paladin (Conquest), Paladin (Oathbreaker), Paladin (Treachery), Wizard;#!spells/Level5/Dominate Person.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*;Dream;5;Illusion (Phantasm);Aether;1 minute;;;8 hours;V, S, F;Bard, Druid (Grassland), Warlock, Wizard;#!spells/Level5/Dream.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Enervation;5;Necromancy (Black);Death;1 action;Optional;;Instantaneous / Concentration, up to 1 minute;V, S;Warlock, Wizard;#!spells/Level5/Enervation.md
no ritual,Warlock*,Wizard*;Far Step;5;Conjuration (Teleportation);Aether;1 action;Concentration;;Concentration, up to 1 minute;V;Warlock, Wizard;#!spells/Level5/Far Step.md
no conc,no concentration,no ritual,Cleric*,Warlock*;Flame Strike;5;Evocation;Fire;1 action;;;Instantaneous;V, S, M (pinch of sulfur);Cleric, Warlock, Paladin (Devotion);#!spells/Level5/Flame Strike.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*,Paladin*,Wizard*;Geas;5;Enchantment (Compulsion);Darkness;1 minute;;;28 days;V;Bard, Cleric, Druid, Paladin, Wizard;#!spells/Level5/Geas.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*;Greater Restoration;5;Abjuration;Light;1 action;;;Instantaneous;V, S, M (diamond dust worth 100 gp, which the spell consumes);Bard, Cleric, Druid, Warlock (The Eternal Flame);#!spells/Level5/Greater Restoration.md
no conc,no concentration,no ritual,Cleric*;Hallow;5;Abjuration;Depends on the effect;24 hours;;;Until dispelled;V, S, M (herbs, oils, and incense worth at least 1,000 gp, which the spell consumes);Cleric, Warlock (Fiend);#!spells/Level5/Hallow.md
no ritual,Bard*,Warlock*,Wizard*;Hold Monster;5;Enchantment (Compulsion);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Cleric (War), Paladin (Vengeance), Warlock, Wizard;#!spells/Level5/Hold Monster.md
no ritual,Cleric*,Paladin*;Holy Weapon;5;Evocation;Light;1 bonus action;Concentration;;Concentration, up to 1 hour;V, S;Cleric, Paladin;#!spells/Level5/Holy Weapon.md
no conc,no concentration,no ritual,Wizard*;Immolation;5;Evocation;Fire;1 action;;;30 seconds;V, S;Wizard;#!spells/Level5/Immolation.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Infernal Calling;5;Conjuration (Calling);Aether/Demonology;1 minute;;;Instantaneous/Infinite;V, S, M (a garnet or a doomstone worth at least 999 gp);Warlock, Wizard;#!spells/Level5/Infernal Calling.md
no ritual,Cleric*,Druid*,Paladin*;Insect Plague;5;Conjuration (Summoning);Darkness;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Cleric, Druid, Paladin;#!spells/Level5/Insect Plague.md
no conc,no concentration,no ritual,Bard*,Cleric*,Warlock*,Wizard*;Legend Lore;5;Divination;Aether;10 minutes;;;Instantaneous;V, S, M (incense worth at least 500 gp and four gems, all of which the spell consumes);Bard, Cleric, Warlock, Wizard;#!spells/Level5/Legend Lore.md
no ritual,Druid*;Maelstrom;5;Evocation;Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Druid;#!spells/Level5/Maelstrom.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Mass Cure Wounds;5;Necromancy (White);Light;1 action;;;Instantaneous;V, S;Warlock, Wizard;#!spells/Level5/Mass Cure Wounds.md
no ritual,Bard*,Wizard*;Mislead;5;Illusion (Figment);Darkness;1 action;Concentration;;Concentration, up to 1 hour;S;Bard, Wizard;#!spells/Level5/Mislead.md
no ritual,Bard*,Wizard*;Modify Memory;5;Enchantment (Charm);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Cleric (Ambition), Cleric (Trickery), Wizard;#!spells/Level5/Modify Memory.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Negative Energy Flood;5;Necromancy (Black);Death;1 action;;;Instantaneous;V, F;Warlock, Wizard;#!spells/Level5/Negative Energy Flood.md
no conc,no concentration,no ritual,Wizard*;Passwall;5;Transmutation;Earth;1 action;;;1 hour;V, S, M (a pinch of sesame seeds);Druid (Mountain), Paladin (Treachery), Wizard, Warlock (Seeker);#!spells/Level5/Passwall.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*,Wizard*;Planar Binding;5;Abjuration;Aether;1 hour;;;24 hours;V, S, F, M (a gemstone worth at least 1,000 gp, which the spell consumes);Bard, Cleric, Druid, Wizard;#!spells/Level5/Planar Binding.md
no conc,no concentration,no ritual,Bard*,Cleric*,Paladin*;Raise Dead;5;Necromancy (White);Light;1 hour;;;Instantaneous;V, S, M (a diamond worth at least 500 gp, which the spell consumes);Bard, Cleric, Paladin;#!spells/Level5/Raise Dead.md
no conc,no concentration,no ritual,Druid*;Reincarnate;5;Necromancy (White);Light;1 hour;;;Instantaneous;V, S, M (a diamond and a diaspore, each worth at least 500 gp, both of which the spell consumes);Druid;#!spells/Level5/Reincarnate.md
no ritual,Bard*,Cleric*,Druid*,Warlock*,Wizard*;Scrying;5;Divination (Scrying);Darkness;10 minutes;Concentration;;Concentration, up to 10 minutes;V, S, M (either a focus worth at least 10,000 gp, such as a crystal ball,  a silver mirror, or a font filled with holy water, or a cosmic opal worth at least 1,000 gp);Bard, Cleric, Druid, Paladin (Vengeance), Warlock, Wizard;#!spells/Level5/Scrying.md
no conc,no concentration,no ritual,Bard*,Wizard*;Seeming;5;Illusion (Glamer);Light;1 action;;;8 hours;V, S;Bard, Warlock (Archfey), Wizard;#!spells/Level5/Seeming.md
no conc,no concentration,no ritual,Ranger*;Shadow Volley;5;Illusion (Shadow);Darkness;1 action;;;Instantaneous;V, S, M (one piece of ammunition or one thrown weapon);Ranger;#!spells/Level5/Shadow Volley.md
no ritual,Warlock*,Wizard*;Shutdown;5;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S;Cleric (City), Warlock, Wizard;#!spells/Level5/Shutdown.md
no ritual,Wizard*;Skill Empowerment;5;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S;Wizard;#!spells/Level5/Skill Empowerment.md
no conc,no concentration,no ritual,Ranger*,Wizard*;Steel Wind Strike;5;Conjuration (Teleportation);Air;1 action;;;Instantaneous;S, M (a metal melee weapon worth at least 0.1 gp);Ranger, Wizard;#!spells/Level5/Steel Wind Strike.md
no conc,no concentration,no ritual,Druid*,Wizard*;Summon Elemental;5;Conjuration (Summoning);Aether;1 action/1 minute;;;Up to 1 minute/8 hours;V, S, M (either an opal, or consumed gem dust worth 25 gp);Druid, Wizard;#!spells/Level5/Summon Elemental.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Summon Horror;5;Conjuration (Summoning);Death/Demonology;1 action;;;1 hour;V, S, M (a garnet or a doomstone worth at least 100 gp, which the spell consumes);Warlock, Wizard;#!spells/Level5/Summon Horror.md
no ritual,Ranger*;Swift Quiver;5;Conjuration (Teleportation);Air;1 bonus action;Concentration;;Concentration, up to 1 minute;V, S, M (a quiver containing at least two pieces of ammunition);Ranger;#!spells/Level5/Swift Quiver.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Synaptic Static;5;Enchantment (Compulsion);Darkness;1 action;;;Instantaneous;V, S;Warlock, Wizard;#!spells/Level5/Synaptic Static.md
no ritual,Wizard*;Telekinesis;5;Evocation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Warlock (Great Old One), Wizard;#!spells/Level5/Telekinesis.md
no conc,no concentration,Wizard*;Telepathic Bond;5;Divination;Aether;1 action;;Ritual;1 hour;V, S, F;Wizard;#!spells/Level5/Telepathic Bond.md
no conc,no concentration,no ritual,Bard*,Wizard*;Teleportation Circle;5;Conjuration (Teleportation);Aether;1 minute;;;1 round;V, M (rare chalks and lapis lazuli ink worth 50 gp, which the spell consumes);Bard, Cleric (Arcana), Wizard;#!spells/Level5/Teleportation Circle.md
no conc,no concentration,no ritual,Druid*,Wizard*;Transmute Rock;5;Transmutation;Earth;1 action;;;Until dispelled;V, S, F;Druid, Wizard;#!spells/Level5/Transmute Rock.md
no ritual,Druid*,Ranger*;Tree Stride;5;Conjuration (Teleportation);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S;Cleric (Nature), Druid, Paladin (Ancients), Ranger;#!spells/Level5/Tree Stride.md
no ritual,Wizard*;Wall of Force;5;Evocation;Aether;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Cleric (Protection), Wizard;#!spells/Level5/Wall of Force.md
no ritual,Warlock*,Wizard*;Wall of Light;5;Evocation;Light;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Warlock, Wizard;#!spells/Level5/Wall of Light.md
no ritual,Druid*,Wizard*;Wall of Stone;5;Evocation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Druid, Wizard;#!spells/Level5/Wall of Stone.md
no ritual,Druid*,Ranger*;Wrath of Nature;5;Conjuration (Calling);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S;Druid, Ranger;#!spells/Level5/Wrath of Nature.md
no ritual,Warlock*,Wizard*;Arcane Gate;6;Conjuration (Teleportation);Aether;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Warlock, Wizard;#!spells/Level6/Arcane Gate.md
no ritual,Cleric*;Blade Barrier;6;Illusion (Shadow);Darkness;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Cleric;#!spells/Level6/Blade Barrier.md
no conc,no concentration,no ritual,Druid*;Bones of the Earth;6;Conjuration (Creation);Earth;1 action;;;Instantaneous;V, S;Druid;#!spells/Level6/Bones of the Earth.md
no conc,no concentration,no ritual,Wizard*;Celeste's Freezing Sphere;6;Evocation;Water;1 action;;;Instantaneous;V, S, F;Wizard;#!spells/Level6/Celestes Freezing Sphere.md
no conc,no concentration,no ritual,Wizard*;Chain Lightning;6;Evocation;Air;1 action;;;Instantaneous;V, S, F;Wizard;#!spells/Level6/Chain Lightning.md
