!tags;Name;Level;School;Element;Casting time;Concentration;Ritual;Duration;Components;Classes;!href
no ritual,Wizard*,Earth*,level 5,level5,lv5,lvl5;Arcane Hand;5;Evocation;Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Wizard;#!spells/Level5/Arcane Hand.md
no ritual,Wizard*,Death*,level 5,level5,lv5,lvl5;Cloudkill;5;Conjuration (Creation);Death;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Cleric (Death), Druid (Spores), Druid (Subterra), Druid (Swamp), Warlock (Undying), Wizard;#!spells/Level5/Cloudkill.md
no conc,no concentration,Warlock*,Wizard*,Aether*,level 5,level5,lv5,lvl5;Commune with City;5;Divination;Aether;1 minute;;Ritual;Instantaneous;V, S;Warlock, Wizard, Cleric (City);#!spells/Level5/Commune with City.md
no conc,no concentration,Warlock*,Wizard*,Aether*,level 5,level5,lv5,lvl5;Contact Other Plane;5;Divination;Aether;1 minute;;Ritual;1 minute;V;Warlock, Wizard;#!spells/Level5/Contact Other Plane.md
no ritual,Druid*,Wizard*,Air*,level 5,level5,lv5,lvl5;Control Winds;5;Transmutation;Air;1 action;Concentration;;Concentration, up to 1 hour;V, S;Druid, Wizard;#!spells/Level5/Control Winds.md
no ritual,Druid*,Wizard*,Darkness*,level 5,level5,lv5,lvl5;Creation;5;Illusion (Shadow);Darkness;1 minute;Concentration;;Concentration, up to 1 hour;V, S;Cleric (Forge), Druid, Wizard;#!spells/Level5/Creation.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Death*,level 5,level5,lv5,lvl5;Danse Macabre;5;Necromancy (Black);Death;1 action;;;1 hour;V, S;Warlock, Wizard;#!spells/Level5/Danse Macabre.md
no ritual,Cleric*,Wizard*,Light*,level 5,level5,lv5,lvl5;Dawn;5;Evocation;Light;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (a fiery beryl worth at least 100 gp);Cleric, Wizard, Sorcerer (Angel), Warlock (Aeonian Flame);#!spells/Level5/Dawn.md
no conc,no concentration,no ritual,Bard*,Wizard*,Darkness*,level 5,level5,lv5,lvl5;Dominate Person;5;Enchantment (Compulsion);Darkness;1 action;;;1 minute;V, S;Bard, Cleric (Obedience), Cleric (Trickery), Warlock (Great Old One), Paladin (Conquest), Paladin (Oathbreaker), Paladin (Treachery), Warlock (Great Old One), Wizard;#!spells/Level5/Dominate Person.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Aether*,level 5,level5,lv5,lvl5;Dream;5;Illusion (Phantasm);Aether;1 minute;;;8 hours;V, S, F;Bard, Druid (Grassland), Warlock, Wizard;#!spells/Level5/Dream.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Death*,level 5,level5,lv5,lvl5;Enervation;5;Necromancy (Black);Death;1 action;Optional;;Instantaneous / Concentration, up to 1 minute;V, S;Cleric (Death), Warlock, Wizard;#!spells/Level5/Enervation.md
no ritual,Warlock*,Wizard*,Aether*,level 5,level5,lv5,lvl5;Far Step;5;Conjuration (Teleportation);Aether;1 action;Concentration;;Concentration, up to 1 minute;V;Warlock, Wizard;#!spells/Level5/Far Step.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*,Paladin*,Wizard*,Darkness*,level 5,level5,lv5,lvl5;Geas;5;Enchantment (Compulsion);Darkness;1 minute;;;28 days;V;Bard, Cleric, Druid, Paladin, Paladin (Crown), Warlock (Great Old One), Wizard;#!spells/Level5/Geas.md
no ritual,Bard*,Warlock*,Wizard*,Earth*,level 5,level5,lv5,lvl5;Hold Monster;5;Enchantment (Compulsion);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Cleric (Blood), Cleric (War), Paladin (Redemption), Paladin (Vengeance), Warlock, Wizard;#!spells/Level5/Hold Monster.md
no conc,no concentration,no ritual,Wizard*,Fire*,level 5,level5,lv5,lvl5;Immolation;5;Evocation;Fire;1 action;;;30 seconds;V, S;Paladin (Conquest), Warlock (Fiend), Wizard;#!spells/Level5/Immolation.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Aether/Demonology*,level 5,level5,lv5,lvl5;Infernal Calling;5;Conjuration (Calling);Aether/Demonology;1 minute;;;Instantaneous/Infinite;V, S, M (a garnet or a doomstone worth at least 999 gp);Warlock, Wizard;#!spells/Level5/Infernal Calling.md
no conc,no concentration,no ritual,Bard*,Cleric*,Warlock*,Wizard*,Aether*,level 5,level5,lv5,lvl5;Legend Lore;5;Divination;Aether;10 minutes;;;Instantaneous;V, S, M (incense worth at least 500 gp and four gems, all of which the spell consumes);Bard, Cleric, Cleric (Knowledge), Warlock, Wizard;#!spells/Level5/Legend Lore.md
no ritual,Warlock*,Wizard*,Air*,level 5,level5,lv5,lvl5;Lightning Blade;5;Evocation;Air;1 bonus action;Concentration;;Concentration, up to 1 round;V, S;Warlock, Wizard;#!spells/Level5/Lightning Blade.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Light*,level 5,level5,lv5,lvl5;Mass Cure Wounds;5;Necromancy (White);Light;1 action;;;Instantaneous;V, S;Cleric (Life), Cleric (Preservation), Warlock, Wizard;#!spells/Level5/Mass Cure Wounds.md
no ritual,Bard*,Wizard*,Darkness*,level 5,level5,lv5,lvl5;Mislead;5;Illusion (Figment);Darkness;1 action;Concentration;;Concentration, up to 1 hour;S;Bard, Warlock (Archfey), Warlock (Void), Wizard;#!spells/Level5/Mislead.md
no ritual,Bard*,Wizard*,Darkness*,level 5,level5,lv5,lvl5;Modify Memory;5;Enchantment (Charm);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Cleric (Trickery), Warlock (Void), Wizard;#!spells/Level5/Modify Memory.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Death*,level 5,level5,lv5,lvl5;Negative Energy Flood;5;Necromancy (Black);Death;1 action;;;Instantaneous;V, F;Warlock, Wizard;#!spells/Level5/Negative Energy Flood.md
no conc,no concentration,no ritual,Wizard*,Earth*,level 5,level5,lv5,lvl5;Passwall;5;Transmutation;Earth;1 action;;;1 hour;V, S, M (a pinch of sesame seeds);Druid (Mountain), Paladin (Treachery), Warlock (Seeker), Wizard;#!spells/Level5/Passwall.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*,Wizard*,Aether*,level 5,level5,lv5,lvl5;Planar Binding;5;Abjuration;Aether;1 hour;;;24 hours;V, S, F, M (a gemstone worth at least 1,000 gp, which the spell consumes);Bard, Cleric, Cleric (Arcana), Druid, Wizard;#!spells/Level5/Planar Binding.md
no ritual,Bard*,Cleric*,Druid*,Warlock*,Wizard*,Darkness*,level 5,level5,lv5,lvl5;Scrying;5;Divination (Scrying);Darkness;10 minutes;Concentration;;Concentration, up to 10 minutes;V, S, M (either a focus worth at least 10,000 gp, such as a crystal ball,  a silver mirror, or a font filled with holy water, or a cosmic opal worth at least 1,000 gp);Bard, Cleric, Cleric (Knowledge), Druid, Druid (Coast), Paladin (Vengeance), Warlock, Wizard;#!spells/Level5/Scrying.md
no conc,no concentration,no ritual,Bard*,Wizard*,Light*,level 5,level5,lv5,lvl5;Seeming;5;Illusion (Glamer);Light;1 action;;;8 hours;V, S;Bard, Warlock (Archfey), Wizard;#!spells/Level5/Seeming.md
no ritual,Warlock*,Wizard*,Aether*,level 5,level5,lv5,lvl5;Shutdown;5;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S;Cleric (City), Warlock, Wizard;#!spells/Level5/Shutdown.md
no ritual,Wizard*,Aether*,level 5,level5,lv5,lvl5;Skill Empowerment;5;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S;Wizard;#!spells/Level5/Skill Empowerment.md
no conc,no concentration,no ritual,Ranger*,Wizard*,Air*,level 5,level5,lv5,lvl5;Steel Wind Strike;5;Conjuration (Teleportation);Air;1 action;;;Instantaneous;S, M (a metal melee weapon worth at least 0.1 gp);Ranger, Wizard;#!spells/Level5/Steel Wind Strike.md
no conc,no concentration,no ritual,Druid*,Wizard*,Aether*,level 5,level5,lv5,lvl5;Summon Elemental;5;Conjuration (Summoning);Aether;1 action/1 minute;;;Up to 1 minute/8 hours;V, S, M (either an opal, or consumed gem dust worth 25 gp);Druid, Druid (Coast), Wizard;#!spells/Level5/Summon Elemental.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Death/Demonology*,level 5,level5,lv5,lvl5;Summon Horror;5;Conjuration (Summoning);Death/Demonology;1 action;;;1 hour;V, S, M (a garnet or a doomstone worth at least 100 gp, which the spell consumes);Warlock, Wizard;#!spells/Level5/Summon Horror.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Darkness*,level 5,level5,lv5,lvl5;Synaptic Static;5;Enchantment (Compulsion);Darkness;1 action;;;Instantaneous;V, S;Warlock, Wizard;#!spells/Level5/Synaptic Static.md
no ritual,Wizard*,Earth*,level 5,level5,lv5,lvl5;Telekinesis;5;Evocation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Wizard;#!spells/Level5/Telekinesis.md
no conc,no concentration,Wizard*,Aether*,level 5,level5,lv5,lvl5;Telepathic Bond;5;Divination;Aether;1 action;;Ritual;1 hour;V, S, F;Warlock (Great Old One), Wizard;#!spells/Level5/Telepathic Bond.md
no conc,no concentration,no ritual,Bard*,Wizard*,Aether*,level 5,level5,lv5,lvl5;Teleportation Circle;5;Conjuration (Teleportation);Aether;1 minute;;;1 round;V, M (rare chalks and lapis lazuli ink worth 50 gp, which the spell consumes);Bard, Cleric (Arcana), Wizard;#!spells/Level5/Teleportation Circle.md
no conc,no concentration,no ritual,Druid*,Wizard*,Earth*,level 5,level5,lv5,lvl5;Transmute Rock;5;Transmutation;Earth;1 action;;;Until dispelled;V, S, F;Druid, Wizard;#!spells/Level5/Transmute Rock.md
no ritual,Wizard*,Aether*,level 5,level5,lv5,lvl5;Wall of Force;5;Evocation;Aether;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Cleric (Protection), Paladin (Redemption), Wizard;#!spells/Level5/Wall of Force.md
no ritual,Warlock*,Wizard*,Light*,level 5,level5,lv5,lvl5;Wall of Light;5;Evocation;Light;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Cleric (Light), Warlock, Wizard;#!spells/Level5/Wall of Light.md
no ritual,Druid*,Wizard*,Earth*,level 5,level5,lv5,lvl5;Wall of Stone;5;Evocation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Druid, Druid (Desert), Druid (Mountain), Wizard;#!spells/Level5/Wall of Stone.md
no ritual,Warlock*,Wizard*,Aether*,level 6,level6,lv6,lvl6;Arcane Gate;6;Conjuration (Teleportation);Aether;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Warlock, Wizard;#!spells/Level6/Arcane Gate.md
no conc,no concentration,no ritual,Wizard*,Water*,level 6,level6,lv6,lvl6;Celeste's Freezing Sphere;6;Evocation;Water;1 action;;;Instantaneous;V, S, F;Wizard;#!spells/Level6/Celeste's Freezing Sphere.md
no conc,no concentration,no ritual,Wizard*,Air*,level 6,level6,lv6,lvl6;Chain Lightning;6;Evocation;Air;1 action;;;Instantaneous;V, S, F;Wizard;#!spells/Level6/Chain Lightning.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Death*,level 6,level6,lv6,lvl6;Circle of Death;6;Necromancy (Black);Death;1 action;;;Instantaneous;V, S, M (an onyx worth at least 500 gp);Warlock, Wizard;#!spells/Level6/Circle of Death.md
no ritual,Wizard*,Fire*,level 6,level6,lv6,lvl6;Combat Fervor;6;Transmutation;Fire;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Wizard;#!spells/Level6/Combat Fervor.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 6,level6,lv6,lvl6;Contingency;6;Abjuration;Aether;10 minutes;;;10 days;V, S, M (a lightning ridge opal worth at least 1,500 gp);Wizard;#!spells/Level6/Contingency.md
no ritual,Bard*,Wizard*,Darkness*,level 6,level6,lv6,lvl6;Convulsive Paroxysm;6;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V;Bard, Wizard;#!spells/Level6/Convulsive Paroxysm.md
no conc,no concentration,no ritual,Wizard*,Earth*,level 6,level6,lv6,lvl6;Create Familiar;6;Transmutation;Earth;1 action;;;Instantaneous;V, S, M (clay, ash, and mandrake root, all of which the spell consumes, a diamond dagger worth at least 1,000 gp);Wizard;#!spells/Level6/Create Familiar.md
no conc,no concentration,no ritual,Cleric*,Warlock*,Wizard*,Death*,level 6,level6,lv6,lvl6;Create Undead;6;Necromancy (Black);Death;1 minute;;;Instantaneous;V, S, M (an onyx worth at least 150 gp for each corpse);Cleric, Warlock, Wizard;#!spells/Level6/Create Undead.md
no conc,no concentration,no ritual,Wizard*,Air*,level 6,level6,lv6,lvl6;Cutting Breeze Barrage;6;Evocation;Air;1 action;;;Instantaneous;V, S, F;Wizard;#!spells/Level6/Cutting Breeze Barrage.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 6,level6,lv6,lvl6;Disintegrate;6;Transmutation;Aether;1 action;;;Instantaneous;V, S, F;Wizard;#!spells/Level6/Disintegrate.md
no ritual,Bard*,Warlock*,Wizard*,Darkness*,level 6,level6,lv6,lvl6;Eyebite;6;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Warlock, Wizard;#!spells/Level6/Eyebite.md
no ritual,Warlock*,Wizard*,Earth*,level 6,level6,lv6,lvl6;Flesh to Stone;6;Transmutation;Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Warlock, Wizard;#!spells/Level6/Flesh to Stone.md
no ritual,Wizard*,Water*,level 6,level6,lv6,lvl6;Globe of Invulnerability;6;Abjuration;Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Wizard;#!spells/Level6/Globe of Invulnerability.md
no conc,no concentration,no ritual,Bard*,Wizard*,Aether*,level 6,level6,lv6,lvl6;Guards and Wards;6;Abjuration;Aether;10 minutes;;;24 hours;V, S, M (burning incense imbued with grey spinel, emerald and amethyst dust worth at least 150 gp each);Bard, Wizard;#!spells/Level6/Guards and Wards.md
no conc,no concentration,Wizard*,Aether*,level 6,level6,lv6,lvl6;Instant Summon;6;Conjuration (Teleportation);Aether;1 minute;;Ritual;Until dispelled;V, S, M (a kaosite worth at least 1,000 gp);Wizard;#!spells/Level6/Instant Summon.md
no ritual,Druid*,Warlock*,Wizard*,Fire*,level 6,level6,lv6,lvl6;Investiture of Flame;6;Transmutation;Fire;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Flame.md
no ritual,Druid*,Warlock*,Wizard*,Water*,level 6,level6,lv6,lvl6;Investiture of Ice;6;Transmutation;Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Ice.md
no ritual,Druid*,Warlock*,Wizard*,Earth*,level 6,level6,lv6,lvl6;Investiture of Stone;6;Transmutation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Stone.md
no ritual,Druid*,Warlock*,Wizard*,Air*,level 6,level6,lv6,lvl6;Investiture of Wind;6;Transmutation;Air;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Wind.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Death*,level 6,level6,lv6,lvl6;Magic Jar;6;Necromancy (Black);Death;1 minute;;;Until dispelled;V, S, M (an onyx, reliquary, or some other ornamental container worth at least 500 gp);Warlock, Wizard;#!spells/Level6/Magic Jar.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Darkness*,level 6,level6,lv6,lvl6;Mass Suggestion;6;Enchantment (Compulsion);Darkness;1 action;;;24 hours;V, F;Bard, Warlock, Wizard;#!spells/Level6/Mass Suggestion.md
no ritual,Warlock*,Wizard*,Darkness*,level 6,level6,lv6,lvl6;Mental Prison;6;Illusion (Phantasm);Darkness;1 action;Concentration;;Concentration, up to 1 minute;S, M (an aventurine worth at least 1,000 gp);Warlock, Wizard;#!spells/Level6/Mental Prison.md
no ritual,Druid*,Wizard*,Earth*,level 6,level6,lv6,lvl6;Move Earth;6;Transmutation;Earth;1 action;Concentration;;Concentration, up to 2 hours;V, S, F;Druid, Wizard;#!spells/Level6/Move Earth.md
no conc,no concentration,no ritual,Bard*,Wizard*,Darkness*,level 6,level6,lv6,lvl6;Programmed Illusion;6;Illusion (Figment);Darkness;1 action;;;Until dispelled;V, S, M (tanzanite dust worth at least 25 gp);Bard, Wizard;#!spells/Level6/Programmed Illusion.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Aether*,level 6,level6,lv6,lvl6;Scatter;6;Conjuration (Teleportation);Aether;1 action;;;Instantaneous;V;Warlock, Wizard;#!spells/Level6/Scatter.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Death*,level 6,level6,lv6,lvl6;Soul Cage;6;Necromancy (Black);Death;1 reaction, which you take when a humanoid you can see within 60 feet of you dies;;;8 hours;V, S, M (a tiny black ore cage worth 100 gp);Warlock, Wizard;#!spells/Level6/Soul Cage.md
no ritual,Druid*, Wizard*,Light*,level 6,level6,lv6,lvl6;Sunbeam;6;Evocation;Light;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Druid,  Wizard;#!spells/Level6/Sunbeam.md
no conc,no concentration,no ritual,Bard*,Cleric*,Warlock*,Wizard*,Aether*,level 6,level6,lv6,lvl6;True Seeing;6;Divination;Aether;1 action;;;1 hour;V, S, M (an ointment for the eyes that contains mystic quartz dust worth at least 25 gp and is consumed by the spell);Bard, Cleric, Warlock, Wizard;#!spells/Level6/True Seeing.md
no ritual,Wizard*,Water*,level 6,level6,lv6,lvl6;Wall of Ice;6;Conjuration (Creation);Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S, M (an aquamarine);Wizard;#!spells/Level6/Wall of Ice.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Light*,level 7,level7,lv7,lvl7;Crown of Stars;7;Evocation;Light;1 action;;;1 hour;V, S;Warlock, Wizard;#!spells/Level7/Crown of Stars.md
no ritual,Bard*,Wizard*,Air*,level 7,level7,lv7,lvl7;Dancing Blade;7;Transmutation;Air;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (a dagger or a sword without the two-handed property);Bard, Wizard;#!spells/Level7/Dancing Blade.md
no conc,no concentration,no ritual,Wizard*,Fire*,level 7,level7,lv7,lvl7;Delayed Blast Fireball;7;Evocation;Fire;1 action;Optional;;Concentration, up to 1 minute;V, S, F;Wizard;#!spells/Level7/Delayed Blast Fireball.md
no conc,no concentration,no ritual,Bard*,Cleric*,Warlock*,Wizard*,Aether*,level 7,level7,lv7,lvl7;Etherealness;7;Conjuration (Teleportation);Aether;1 action;;;Up to 8 hours;V, S;Bard, Cleric, Warlock, Wizard;#!spells/Level7/Etherealness.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Death*,level 7,level7,lv7,lvl7;Finger of Death;7;Necromancy (Black);Death;1 action;;;Instantaneous;V, S;Warlock, Wizard;#!spells/Level7/Finger of Death.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Aether*,level 7,level7,lv7,lvl7;Forcecage;7;Evocation;Aether;1 action;;;1 hour;V, S, M (prasiolite dust worth 1,500 gp);Bard, Warlock, Wizard;#!spells/Level7/Forcecage.md
no conc,no concentration,no ritual,Bard*,Druid*,Wizard*,Darkness*,level 7,level7,lv7,lvl7;Mirage Arcane;7;Illusion (Glamer);Darkness;10 minutes;;;10 days;V, S;Bard, Druid, Wizard;#!spells/Level7/Mirage Arcane.md
no conc,no concentration,no ritual,Cleric*,Druid*,Warlock*,Wizard*,Aether*,level 7,level7,lv7,lvl7;Plane Shift;7;Conjuration (Teleportation);Aether;1 action;;;Instantaneous;V, S, M (a forked, metal rod worth at least 250 gp, attuned to a particular plane of existence);Cleric, Druid, Warlock, Wizard;#!spells/Level7/Plane Shift.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Death*,level 7,level7,lv7,lvl7;Power Word: Pain;7;Divination;Death;1 action;;;1 round / Infinite;V;Warlock, Wizard;#!spells/Level7/Power Word Pain.md
no conc,no concentration,no ritual,Wizard*,Light*,level 7,level7,lv7,lvl7;Prismatic Spray;7;Evocation;Light;1 action;;;Instantaneous;V, S;Wizard;#!spells/Level7/Prismatic Spray.md
no ritual,Bard*,Wizard*,Darkness*,level 7,level7,lv7,lvl7;Project Image;7;Illusion (Figment);Darkness;1 action;Concentration;;Concentration, up to 1 day;V, S, M (a small replica of you made from materials worth at least 5 gp);Bard, Wizard;#!spells/Level7/Project Image.md
no ritual,Druid*,Wizard*,Aether*,level 7,level7,lv7,lvl7;Reverse Gravity;7;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Druid, Wizard;#!spells/Level7/Reverse Gravity.md
no conc,no concentration,no ritual,Wizard*,Water*,level 7,level7,lv7,lvl7;Sequester;7;Transmutation;Water;1 action;;;Until dispelled;V, S, M (a powder composed of amazonite, apatite, emerald and ruby dust worth at least 5,000 gp, which the spell consumes);Wizard;#!spells/Level7/Sequester.md
no conc,no concentration,no ritual,Wizard*,Darkness*,level 7,level7,lv7,lvl7;Simulacrum;7;Illusion (Shadow);Darkness;12 hours;;;Until dispelled;V, S, M (snow or ice in quantities sufficient to made a life-size copy of the duplicated creature some hair, fingernail clippings, or other piece of that creature's body placed inside the snow or ice and powdered ruby worth 1,500 gp, sprinkled over the duplicate and consumed by the spell);Wizard;#!spells/Level7/Simulacrum.md
no ritual,Wizard*,Sorcerer*,Demonology*,level 7,level7,lv7,lvl7;Summon Gluttony Demon;7;Conjuration (Summoning);Demonology;1 action;Concentration;;1 hour;V, S, M (food worth at least 100 gp, which the spell consumes);Wizard, Sorcerer;#!spells/Level7/Summon Gluttony Demon.md
no conc,no concentration,no ritual,Bard*,Cleric*,Wizard*,Death*,level 7,level7,lv7,lvl7;Symbol;7;Abjuration;Death;1 minute;;;Until dispelled or triggered;V, S, M (mercury, phosphorus, and powdered emerald and opal with a total value of at least 500 gp, which the spell consumes);Bard, Cleric, Wizard;#!spells/Level7/Symbol.md
no conc,no concentration,no ritual,Bard*,Sorcerer*,Wizard*,Aether*,level 7,level7,lv7,lvl7;Teleport;7;Conjuration (Teleportation);Aether;1 action;;;Instantaneous;V;Bard, Sorcerer, Wizard;#!spells/Level7/Teleport.md
no ritual,Druid*,Wizard*,Air*,level 7,level7,lv7,lvl7;Whirlwind;7;Evocation;Air;1 action;Concentration;;Concentration, up to 1 minute;V, F;Druid, Wizard;#!spells/Level7/Whirlwind.md
no conc,no concentration,no ritual,Bard*,Wizard*,Aether*,level 7,level7,lv7,lvl7;Wizard's Magnificent Mansion;7;Conjuration (Creation);Aether;1 minute;;;24 hours;V, S, M (a miniature portal carved from emerald, a small piece of polished marble, and a tiny silver spoon, each item worth at least 5 gp);Bard, Wizard;#!spells/Level7/Wizard's Magnificent Mansion.md
no ritual,Cleric*,Wizard*,Water*,level 8,level8,lv8,lvl8;Antimagic Field;8;Abjuration;Water;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Cleric, Wizard;#!spells/Level8/Antimagic Field.md
no conc,no concentration,no ritual,Druid*,Wizard*,Fire*,level 8,level8,lv8,lvl8;Antipathy/Sympathy;8;Enchantment (Compulsion);Fire;1 hour;;;10 days;V, S, F;Druid, Wizard;#!spells/Level8/Antipathy-Sympathy.md
no conc,no concentration,no ritual,Wizard*,Death*,level 8,level8,lv8,lvl8;Clone;8;Necromancy;Death;1 hour;;;Instantaneous;V, S, M (a diamond worth at least 1,000 gp and at least 1 cubic inch of flesh of the creature that is to be cloned, which the spell consumes, and a vessel worth at least 2,000 gp that has a sealable lid and is large enough to hold a Medium creature, such as a huge urn, coffin, mud-filled cyst in the ground, or crystal container filled with salt water);Wizard;#!spells/Level8/Clone.md
no conc,no concentration,no ritual,Cleric*,Druid*,Wizard*,Air*,level 8,level8,lv8,lvl8;Control Weather;8;Transmutation;Air;10 minutes;Optional;;8 hours;V, S, F;Cleric, Druid, Wizard;#!spells/Level8/Control Weather.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Aether*,level 8,level8,lv8,lvl8;Demiplane;8;Conjuration (Teleportation);Aether;1 action;;;1 hour;S;Warlock, Wizard;#!spells/Level8/Demiplane.md
no ritual,Bard*,Warlock*,Wizard*,Fire*,level 8,level8,lv8,lvl8;Dominate Creature;8;Enchantment (Compulsion);Fire;1 action;Concentration;;Concentration, up to 1 hour;V, S;Bard, Warlock, Wizard;#!spells/Level8/Dominate Creature.md
no conc,no concentration,no ritual,Bard*,Druid*,Warlock*,Wizard*,Darkness*,level 8,level8,lv8,lvl8;Feeblemind;8;Enchantment (Compulsion);Darkness;1 action;;;Instantaneous;V, S, F;Bard, Druid, Warlock, Wizard;#!spells/Level8/Feeblemind.md
no conc,no concentration,no ritual,Wizard*,Death*,level 8,level8,lv8,lvl8;Garthog's Horrid Wilting;8;Necromancy (Black);Death;1 action;Optional;;Concentration, up to 1 minute;V, S, F;Wizard;#!spells/Level8/Garthog's Horrid Wilting.md
no ritual,Wizard*,Darkness*,level 8,level8,lv8,lvl8;Illusory Dragon;8;Illusion (Shadow);Darkness;1 action;Concentration;;Concentration, up to 1 minute;S;Wizard;#!spells/Level8/Illusory Dragon.md
no ritual,Wizard*,Fire*,level 8,level8,lv8,lvl8;Incendiary Cloud;8;Conjuration (Creation);Fire;1 action;Concentration;;Concentration, up to 1 minute;V, S;Wizard;#!spells/Level8/Incendiary Cloud.md
no ritual,Wizard*,Water*,level 8,level8,lv8,lvl8;Lefort's Liquid Extraction;8;Transmutation;Water;1 action;Concentration;;Concentration, up to 1 minute;S, F;Wizard;#!spells/Level8/Lefort's Liquid Extraction.md
no ritual,Warlock*,Wizard*,Darkness*,level 8,level8,lv8,lvl8;Maddening Darkness;8;Evocation;Darkness;1 action;Concentration;;Concentration, up to 10 minutes;V, F;Warlock, Wizard;#!spells/Level8/Maddening Darkness.md
no ritual,Wizard*,Aether*,level 8,level8,lv8,lvl8;Maze;8;Conjuration (Teleportation);Aether;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Wizard;#!spells/Level8/Maze.md
no conc,no concentration,no ritual,Wizard*,Earth*,level 8,level8,lv8,lvl8;Mighty Fortress;8;Conjuration (Creation);Earth;1 minute;;;Instantaneous;V, S, M (an obsidian worth at least 500 gp, which the spell consumes);Wizard;#!spells/Level8/Mighty Fortress.md
no conc,no concentration,no ritual,Bard*,Wizard*,Water*,level 8,level8,lv8,lvl8;Mind Blank;8;Abjuration;Water;1 action;;;24 hours;V, S;Bard, Wizard;#!spells/Level8/Mind Blank.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Darkness*,level 8,level8,lv8,lvl8;Power Word: Stun;8;Divination;Darkness;1 action;;;1 round / Infinite;V;Bard, Warlock, Wizard;#!spells/Level8/Power Word Stun.md
no conc,no concentration,no ritual,Druid*,Wizard*,Light*,level 8,level8,lv8,lvl8;Sunburst;8;Evocation;Light;1 action;;;Instantaneous;V, S, M (a fiery beryl);Druid, Wizard;#!spells/Level8/Sunburst.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 8,level8,lv8,lvl8;Telepathy;8;Divination;Aether;1 action;;;24 hours;V, S, M (a pair of linked silver rings);Wizard;#!spells/Level8/Telepathy.md
no conc,no concentration,no ritual,Cleric*,Warlock*,Wizard*,Aether*,level 9,level9,lv9,lvl9;Astral Projection;9;Necromancy;Aether;1 hour;;;Special;V, S, M (for each creature you affect with this spell, you must provide one diamond worth at least 1,000 gp and one ornately carved bar of silver worth at least 100 gp, all of which the spell consumes);Cleric, Warlock, Wizard;#!spells/Level9/Astral Projection.md
